Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Weekday,YearMonth,Days Since Last Purchase,Discount Applied
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,Saturday,2023-04,268,True
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,Thursday,2023-06,214,True
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,Saturday,2023-04,254,True
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,Monday,2023-01,336,True
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,Tuesday,2023-10,69,True
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,Thursday,2023-10,88,False
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,Wednesday,2023-02,334,False
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,Saturday,2023-06,205,True
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,Monday,2023-01,336,False
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,Thursday,2023-01,340,False
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,Friday,2023-10,66,False
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,Saturday,2023-09,121,True
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,Friday,2023-09,108,True
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,Friday,2023-09,94,False
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,Wednesday,2023-03,285,False
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,Monday,2023-01,336,True
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,Monday,2023-09,105,False
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,Saturday,2023-02,324,True
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,Thursday,2023-04,270,False
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,Sunday,2023-02,330,False
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,Wednesday,2023-11,61,False
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,Saturday,2023-02,331,True
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,Tuesday,2023-12,20,False
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,Monday,2023-05,245,False
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,Wednesday,2023-07,159,False
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,Friday,2023-03,304,True
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,Thursday,2023-10,74,False
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,Sunday,2023-05,239,False
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,Tuesday,2023-10,69,False
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,Wednesday,2023-11,61,True
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,Saturday,2023-01,345,True
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,Tuesday,2023-11,48,True
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,Saturday,2023-02,324,False
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,Thursday,2023-08,151,True
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,Sunday,2023-12,29,False
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,Thursday,2023-10,67,False
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,Tuesday,2023-10,76,True
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,Monday,2023-09,98,True
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,Sunday,2023-06,204,False
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,Sunday,2023-05,232,False
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,Saturday,2023-04,261,False
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,Saturday,2023-12,23,False
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,Saturday,2023-06,205,False
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,Wednesday,2023-05,243,True
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,Tuesday,2023-05,230,False
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,Saturday,2023-07,163,False
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,Thursday,2023-03,298,True
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,Sunday,2023-12,22,False
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,Monday,2023-11,35,True
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,Saturday,2023-06,212,True
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,Wednesday,2023-08,131,False
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,Sunday,2023-06,204,False
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,Tuesday,2023-02,328,False
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,Thursday,2023-01,361,False
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,Wednesday,2023-08,131,False
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,Wednesday,2023-11,47,False
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,Monday,2023-10,77,True
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,Tuesday,2023-02,314,True
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,Tuesday,2023-02,328,False
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,Tuesday,2023-10,90,False
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,Thursday,2023-04,256,True
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,Sunday,2023-09,106,False
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,Tuesday,2023-05,230,True
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,Thursday,2023-03,298,False
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,Wednesday,2023-06,187,False
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,Sunday,2023-02,330,True
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,Saturday,2023-05,240,False
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,Sunday,2023-07,176,True
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,Friday,2023-05,220,False
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,Wednesday,2023-03,285,True
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,Sunday,2023-08,141,False
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,Friday,2023-10,87,False
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,Wednesday,2023-12,5,False
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,Sunday,2023-06,211,True
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,Friday,2023-11,52,True
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,Friday,2023-12,31,True
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,Thursday,2023-09,95,False
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,Thursday,2023-01,361,True
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,Friday,2023-12,24,False
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,Wednesday,2023-10,82,False
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,Saturday,2023-06,212,False
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,Wednesday,2023-12,26,False
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,Thursday,2023-02,312,True
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,Friday,2023-03,297,True
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,Tuesday,2023-05,230,False
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,Wednesday,2023-03,306,True
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,Friday,2023-02,311,False
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,Wednesday,2023-10,82,False
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,Tuesday,2023-03,286,False
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,Saturday,2023-05,226,False
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,Thursday,2023-05,221,False
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,Monday,2023-11,56,False
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,Tuesday,2023-04,258,True
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,Sunday,2023-06,190,False
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,Saturday,2023-04,261,False
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,Monday,2023-12,14,False
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,Tuesday,2023-11,41,False
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,Tuesday,2023-05,230,False
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,Saturday,2023-09,107,False
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,Friday,2023-09,115,True
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,Tuesday,2023-05,237,True
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,Friday,2023-01,339,True
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,Friday,2023-02,318,False
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,Tuesday,2023-11,41,False
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,Saturday,2023-08,149,False
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,Monday,2023-05,224,True
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,Monday,2023-01,343,False
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,Monday,2023-01,364,False
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,Tuesday,2023-06,195,True
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,Wednesday,2023-03,299,True
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,Thursday,2023-11,39,False
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,Monday,2023-05,231,True
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,Friday,2023-03,283,False
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,Tuesday,2023-08,139,True
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,Tuesday,2023-10,83,False
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,Thursday,2023-12,4,True
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,Monday,2023-08,147,False
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,Sunday,2023-10,78,False
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,Thursday,2023-01,361,False
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,Monday,2023-02,308,False
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,Wednesday,2023-02,327,True
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,Wednesday,2023-12,12,False
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,Saturday,2023-03,289,True
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,Saturday,2023-10,86,False
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,Thursday,2023-01,347,True
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,Sunday,2023-07,176,True
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,Thursday,2023-10,67,False
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,Tuesday,2023-10,83,False
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,Friday,2023-03,290,True
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,Wednesday,2023-08,145,False
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,Tuesday,2023-03,300,True
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,Sunday,2023-01,344,False
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,Wednesday,2023-06,208,False
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,Thursday,2023-07,179,False
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,Saturday,2023-01,345,True
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,Monday,2023-07,182,False
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,Tuesday,2023-04,258,True
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,Saturday,2023-12,16,True
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,Monday,2023-05,238,False
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,Friday,2023-12,24,False
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,Wednesday,2023-02,313,True
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,Saturday,2023-07,184,True
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,Saturday,2023-10,79,True
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,Friday,2023-07,157,False
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,Tuesday,2023-11,48,True
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,Tuesday,2023-03,286,False
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,Tuesday,2023-05,244,False
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,Saturday,2023-03,282,False
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,Saturday,2023-04,275,False
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,Monday,2023-07,154,False
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,Friday,2023-01,353,False
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,Sunday,2023-04,274,False
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,Tuesday,2023-06,195,True
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,Sunday,2023-07,155,False
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,Saturday,2023-12,23,True
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,Monday,2023-05,238,True
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,Wednesday,2023-05,229,False
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,Thursday,2023-03,284,False
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,Tuesday,2023-12,6,False
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,Saturday,2023-02,310,False
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,Saturday,2023-07,170,False
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,Friday,2023-01,346,True
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,Tuesday,2023-08,125,False
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,Monday,2023-04,252,True
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,Thursday,2023-04,263,True
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,Thursday,2023-08,130,False
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,Thursday,2023-06,186,False
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,Tuesday,2023-06,209,False
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,Thursday,2023-04,249,False
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,Tuesday,2023-04,251,True
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,Friday,2023-01,353,False
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,Monday,2023-12,28,True
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,Sunday,2023-04,267,True
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,Monday,2023-07,161,False
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,Sunday,2023-06,197,False
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,Tuesday,2023-05,223,True
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,Sunday,2023-02,330,False
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,Tuesday,2023-05,223,False
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,Thursday,2023-06,186,True
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,Saturday,2023-11,37,True
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,Monday,2023-09,105,False
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,Monday,2023-07,161,True
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,Thursday,2023-12,18,False
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,Monday,2023-10,91,True
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,Monday,2023-06,196,True
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,Sunday,2023-01,351,True
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,Wednesday,2023-03,306,True
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,Sunday,2023-05,232,True
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,Sunday,2023-04,274,False
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,Wednesday,2023-10,68,False
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,Tuesday,2023-05,230,False
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,Friday,2023-01,346,False
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,Saturday,2023-02,310,False
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,Thursday,2023-11,60,False
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,Friday,2023-08,143,False
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,Monday,2023-06,189,False
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,Saturday,2023-06,205,False
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,Saturday,2023-08,142,False
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,Tuesday,2023-11,55,True
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,Tuesday,2023-09,104,True
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,Wednesday,2023-03,306,False
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,Monday,2023-07,168,False
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,Monday,2023-10,70,True
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,Saturday,2023-04,268,True
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,Thursday,2023-05,235,True
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,Monday,2023-01,343,True
520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,Friday,2023-12,3,True
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,Saturday,2023-08,142,True
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,Sunday,2023-01,365,False
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,Sunday,2023-09,99,False
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,Tuesday,2023-10,90,False
525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,Monday,2023-12,14,True
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,Sunday,2023-12,22,False
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,Tuesday,2023-04,265,True
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,Thursday,2023-07,179,True
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,Wednesday,2023-08,145,False
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,Sunday,2023-02,330,True
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,Thursday,2023-12,25,False
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,Monday,2023-06,196,True
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,Thursday,2023-11,46,False
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,Saturday,2023-06,205,False
535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,Wednesday,2023-12,26,True
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,Sunday,2023-03,302,True
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,Saturday,2023-06,212,False
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,Sunday,2023-09,106,False
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,Thursday,2023-06,207,False
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,Friday,2023-12,24,False
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,Saturday,2023-07,156,False
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,Saturday,2023-06,198,False
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,Wednesday,2023-07,159,False
544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,Saturday,2023-12,9,True
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,Thursday,2023-06,214,True
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,Wednesday,2023-10,82,False
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,Tuesday,2023-03,300,False
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,Sunday,2023-04,267,True
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,Friday,2023-08,150,False
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,Thursday,2023-12,25,False
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,Friday,2023-07,171,False
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,Wednesday,2023-12,19,True
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,Friday,2023-03,276,False
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,Sunday,2023-11,50,False
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,Thursday,2023-10,74,False
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,Sunday,2023-06,211,False
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,Thursday,2023-07,158,True
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,Sunday,2023-10,85,True
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,Sunday,2023-01,365,False
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,Monday,2023-06,210,False
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,Saturday,2023-05,219,False
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,Tuesday,2023-04,258,True
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,Wednesday,2023-08,145,True
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,Tuesday,2023-10,69,False
565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,Tuesday,2023-11,55,True
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,Saturday,2023-12,30,True
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,Wednesday,2023-06,201,False
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,Sunday,2023-08,127,False
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,Tuesday,2023-08,139,False
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,Tuesday,2023-08,139,False
571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,Tuesday,2023-12,20,False
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,Thursday,2023-04,256,False
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,Tuesday,2023-09,104,True
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,Thursday,2023-08,123,True
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,Tuesday,2023-03,279,False
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,Monday,2023-12,28,False
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,Monday,2023-02,322,False
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,Friday,2023-05,220,True
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,Thursday,2023-09,102,True
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,Wednesday,2023-12,26,False
581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,Tuesday,2023-11,41,True
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,Tuesday,2023-11,48,False
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,Wednesday,2023-06,194,True
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,Friday,2023-02,318,False
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,Monday,2023-05,245,True
586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,Monday,2023-12,21,False
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,Thursday,2023-06,207,False
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,Wednesday,2023-04,250,True
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,Wednesday,2023-04,264,False
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,Friday,2023-03,290,False
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,Friday,2023-01,353,True
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,Tuesday,2023-01,342,False
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,Saturday,2023-05,240,True
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,Friday,2023-09,122,False
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,Thursday,2023-11,53,False
596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,Tuesday,2023-02,328,False
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,Tuesday,2023-08,132,False
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,Tuesday,2023-08,153,True
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,Sunday,2023-11,43,False
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,Sunday,2023-10,71,False
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,Monday,2023-04,266,True
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,Saturday,2023-12,9,False
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,Sunday,2023-07,169,True
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,Monday,2023-09,112,False
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,Monday,2023-07,161,False
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,Friday,2023-05,241,False
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,Friday,2023-03,290,True
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,Saturday,2023-12,30,False
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,Tuesday,2023-12,13,False
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,Tuesday,2023-01,363,False
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,Friday,2023-02,311,False
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,Sunday,2023-08,148,False
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,Sunday,2023-04,253,True
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,Saturday,2023-04,275,False
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,Saturday,2023-12,9,True
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,Saturday,2023-09,100,False
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,Saturday,2023-08,128,True
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,Thursday,2023-01,340,False
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,Friday,2023-10,80,True
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,Monday,2023-05,238,True
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,Saturday,2023-03,303,False
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,Tuesday,2023-08,132,True
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,Friday,2023-03,297,False
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,Saturday,2023-08,128,False
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,Friday,2023-12,24,False
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,Friday,2023-09,94,False
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,Saturday,2023-10,79,False
